Name,Nearest EDA System,Distance
Puppis Sector DQ-P a5-0,LTT 2581,10.436049674685341
Puppis Sector DQ-P a5-1,LTT 2581,9.772110346542348
Puppis Sector DQ-P a5-2,LTT 2581,10.051916017605798
Puppis Sector DW-N a6-3,Hyades Sector RL-H a25-0,14.771997632767885
Puppis Sector EL-P a5-0,Triton,7.312833859900005
Puppis Sector EQ-P a5-0,Matio,11.318929457439868
Puppis Sector EQ-P a5-1,Matio,8.611969323273279
Puppis Sector EQ-P a5-2,Matio,11.465556435472289
Puppis Sector EW-N a6-0,Hyades Sector RL-H a25-0,10.711869147119003
Puppis Sector EW-N a6-1,Hyades Sector RL-H a25-0,9.024976194566943
Puppis Sector FR-N a6-0,Hyades Sector RL-H a25-0,8.661381601684571
Puppis Sector FR-N a6-1,Hyades Sector RL-H a25-0,8.636145425622475
Puppis Sector FW-N a6-0,Hyades Sector RL-H a25-0,11.29617260956117
Puppis Sector FW-N a6-1,Hyades Sector RL-H a25-0,11.53370570057603
Puppis Sector FW-N a6-2,Ninhursag,13.644374126815052
Puppis Sector FW-N a6-3,LTT 2581,8.948529034148573
Puppis Sector GW-N a6-0,LTT 2581,9.567808983774707
Puppis Sector GW-N a6-1,LTT 2581,9.268193678516866
Puppis Sector GW-N a6-2,Uhlan,12.352686638440238
Puppis Sector GW-N a6-3,LPM 229,13.48990507981802
Puppis Sector GW-N a6-4,LPM 229,11.199583209320783
Puppis Sector GW-N a6-5,LTT 2581,9.838143244535525
Puppis Sector GW-N a6-6,LTT 2581,11.848819825197783
Puppis Sector HR-N a6-0,Triton,10.9330794638336
Puppis Sector HR-N a6-2,Ninhursag,7.574757628135702
Puppis Sector IC-M a7-1,Hyades Sector RL-H a25-0,13.507882536689458
Puppis Sector IR-W c1-26,LTT 2581,15.714649067430681
Puppis Sector JC-M a7-0,Hyades Sector RL-H a25-0,9.94398373389659
Puppis Sector JC-M a7-2,LHS 1852,13.840822207332916
Puppis Sector JR-N a6-0,Verner,10.783106724177406
Puppis Sector JR-N a6-1,Verner,10.953515060814953
Puppis Sector KC-M a7-0,Gyvata Indi,12.951042127469897
Puppis Sector KC-M a7-1,Gyvata Indi,13.11078098836984
Puppis Sector KC-M a7-2,Gyvata Indi,14.317480028796966
Puppis Sector LC-M a7-0,Dyr,12.706843321120317
Puppis Sector LC-M a7-1,Dyr,10.580282737833617
Puppis Sector LC-M a7-2,Dyr,8.931652370222432
Puppis Sector LX-L a7-0,Ninhursag,8.77969292244894
Puppis Sector NI-K a8-1,LHS 1852,10.052256043421298
Puppis Sector NI-K a8-3,LHS 1852,13.209955703464717
Puppis Sector NX-U b2-7,LTT 2581,13.851507420223259
Puppis Sector OX-U b2-0,Matio,8.101528598048642
Puppis Sector OX-U b2-1,Matio,9.438017369924681
Puppis Sector OX-U b2-2,Matio,4.576284826417604
Puppis Sector OX-U b2-4,Matio,8.478430813688345
Puppis Sector OX-U b2-5,Matio,10.208997639949771
Puppis Sector OX-U b2-6,Matio,10.82211458368927
Puppis Sector OX-U b2-7,Matio,9.443758272663484
Puppis Sector SD-T b3-0,Dyr,12.430509970431624
Puppis Sector SD-T b3-2,Dyr,14.634011646674333
Puppis Sector SD-T b3-3,Gyvata Indi,15.928857951058513
Puppis Sector SD-T b3-7,Dyr,6.287854115276531
Puppis Sector TD-T a3-1,LTT 2581,14.218578295666553
Puppis Sector XJ-R a4-0,LTT 2581,14.005230607705109
Puppis Sector XJ-R a4-2,LTT 2581,15.039271508287893
Puppis Sector XJ-R a4-3,LTT 2581,15.518228948159646
Puppis Sector YJ-R a4-1,LTT 2581,13.056368178019492
Puppis Sector YJ-R a4-2,LTT 2581,8.636315041729313
Puppis Sector ZE-R a4-0,Triton,9.389780016060014
Puppis Sector ZE-R a4-3,Triton,6.952194460204634
Puppis Sector ZJ-R a4-0,LTT 2581,15.92370726699659
Puppis Sector ZJ-R a4-1,LTT 2581,14.09842633062286
Puppis Sector ZJ-R a4-2,LTT 2581,14.530342713611404
Puppis Sector ZJ-R a4-3,Matio,14.923339260617913
Puppis Sector ZJ-R a4-4,LTT 2581,11.51493595292653
Puppis Sector ZP-P a5-0,Hyades Sector RL-H a25-0,14.129804216177236
Repun Kami,Triton,7.823117784809328
Seer,CPD-59 314,2.947125188213083
Shui Wei Sector BB-W b2-2,CPD-59 314,10.4476466399137
Shui Wei Sector BM-S a5-4,CD-62 234,1.845867428202795
Shui Wei Sector BQ-Y d93,Yota,6.253826953354242
Shui Wei Sector CB-W b2-1,CPD-59 314,11.008608137498582
Shui Wei Sector CB-W b2-2,Duwaredari,6.945237801904266
Shui Wei Sector CB-W b2-5,CPD-59 314,10.184719712638143
Shui Wei Sector DB-W b2-3,Rureri,2.205727629377662
Shui Wei Sector DB-W b2-5,HR 2283,8.519394234627248
Shui Wei Sector DS-Q a6-0,LHS 1852,11.780752642021646
Shui Wei Sector EB-W b2-0,Groanomana,8.610721877403776
Shui Wei Sector EW-V b2-2,CPD-59 314,11.840245193829391
Shui Wei Sector FS-Q a6-0,LHS 1832,3.755854804501899
Shui Wei Sector GH-U b3-0,Velabri,9.679482569461035
Shui Wei Sector GH-U b3-2,Velabri,12.413253690612304
Shui Wei Sector GH-U b3-7,Velabri,9.184789140883964
Shui Wei Sector GS-Q a6-1,LHS 1832,4.87069120479835
Shui Wei Sector GS-Q a6-2,LHS 1832,5.225855940656994
Shui Wei Sector HH-U b3-6,HR 2283,6.850382060513121
Shui Wei Sector JY-O a7-1,Raurugba,9.23097706096164
Shui Wei Sector KY-O a7-3,HR 2283,5.447368917651897
Shui Wei Sector LN-S b4-3,Yota,15.56482161397939
Shui Wei Sector VO-Z b4,Vodyanes,12.598789314354773
Shui Wei Sector YU-X b1-2,Shambogi,7.317906655082449
Shui Wei Sector YU-X b1-6,Vodyanes,10.923651947723343
Shui Wei Sector ZP-X b1-5,CPD-59 314,13.861973051301174
SHY 35,LHS 1852,12.9085197761982
Trianguli Sector CM-L a8-2,LTT 2581,15.183416374864388
Trianguli Sector DH-L a8-2,Triton,15.367217288354453
Trianguli Sector IN-J a9-2,Triton,11.601117941819227
Trianguli Sector IN-J a9-3,Triton,12.400108681479368
